masse_A
t,x,y
5.041666667E0,8.486794154E-1,-7.209082281E-1
5.050000000E0,8.489218787E-1,-7.201905436E-1
5.058333333E0,8.485739002E-1,-7.211415810E-1
5.066666667E0,8.488790882E-1,-7.199632481E-1
5.075000000E0,8.484794912E-1,-7.212803278E-1
5.083333333E0,8.489000549E-1,-7.199678409E-1
5.091666667E0,8.485093744E-1,-7.212927913E-1
5.100000000E0,8.488574446E-1,-7.198575540E-1
5.108333333E0,8.484462796E-1,-7.213592751E-1
5.116666667E0,8.497615772E-1,-7.202174624E-1
5.125000000E0,8.498848404E-1,-7.201566231E-1
5.133333333E0,8.496121273E-1,-7.214811321E-1
5.141666667E0,8.499995335E-1,-7.199065309E-1
5.150000000E0,8.497014020E-1,-7.215537073E-1
5.158333333E0,8.500849055E-1,-7.197686804E-1
5.166666667E0,8.497530249E-1,-7.215612437E-1
5.175000000E0,8.501468707E-1,-7.197016001E-1
5.183333333E0,8.497909523E-1,-7.215714102E-1
5.191666667E0,8.502149157E-1,-7.201678073E-1
5.200000000E0,8.498573302E-1,-7.212591715E-1
5.208333333E0,8.502583796E-1,-7.199541185E-1
5.216666667E0,8.502444960E-1,-7.210312246E-1
5.225000000E0,8.504187950E-1,-7.201240421E-1
5.233333333E0,8.501155261E-1,-7.212489110E-1
5.241666667E0,8.503865553E-1,-7.199518069E-1
5.250000000E0,8.500173727E-1,-7.213623711E-1
5.258333333E0,8.503544974E-1,-7.198578942E-1
5.266666667E0,8.514463620E-1,-7.212767753E-1
5.275000000E0,8.518175872E-1,-7.199098938E-1
5.283333333E0,8.514286047E-1,-7.213841404E-1
5.291666667E0,8.518264720E-1,-7.198235363E-1
5.300000000E0,8.514212592E-1,-7.214252358E-1
5.308333333E0,8.518327621E-1,-7.197824008E-1
5.316666667E0,8.514150844E-1,-7.214413240E-1
5.325000000E0,8.516658126E-1,-7.192439442E-1
5.333333333E0,8.518104255E-1,-7.190912205E-1
5.341666667E0,8.517827679E-1,-7.187101260E-1
5.350000000E0,8.512996403E-1,-7.198067722E-1
5.358333333E0,8.518597379E-1,-7.184541016E-1
5.366666667E0,8.517394958E-1,-7.189484320E-1
5.375000000E0,8.513203105E-1,-7.196209427E-1
5.383333333E0,8.518232003E-1,-7.187311134E-1
5.391666667E0,8.513132009E-1,-7.196994502E-1
5.400000000E0,8.518784032E-1,-7.186021148E-1
5.408333333E0,8.513127418E-1,-7.197290650E-1
5.416666667E0,8.518923436E-1,-7.186877039E-1
5.425000000E0,8.513262783E-1,-7.196614082E-1
5.433333333E0,8.520992940E-1,-7.192457929E-1
5.441666667E0,8.522836868E-1,-7.191328117E-1
5.450000000E0,8.531629784E-1,-7.190959701E-1
5.458333333E0,8.530816688E-1,-7.189973780E-1
5.466666667E0,8.530491172E-1,-7.195746153E-1
5.475000000E0,8.531085588E-1,-7.188185002E-1
5.483333333E0,8.530431270E-1,-7.196544131E-1
5.491666667E0,8.531262538E-1,-7.186991621E-1
5.500000000E0,8.530375921E-1,-7.196795177E-1
5.508333333E0,8.534693814E-1,-7.189668510E-1
5.516666667E0,8.532661082E-1,-7.189327987E-1
5.525000000E0,8.533982722E-1,-7.196317644E-1
5.533333333E0,8.531248468E-1,-7.195528501E-1
5.541666667E0,8.534031515E-1,-7.186096867E-1
5.550000000E0,8.530604895E-1,-7.195911894E-1
5.558333333E0,8.534362381E-1,-7.190220491E-1
5.566666667E0,8.532765397E-1,-7.189214200E-1
5.575000000E0,8.530642213E-1,-7.196354991E-1
5.583333333E0,8.532901051E-1,-7.187661628E-1
5.591666667E0,8.530502465E-1,-7.196898561E-1
5.600000000E0,8.533328442E-1,-7.186600767E-1
5.608333333E0,8.530264169E-1,-7.197099476E-1
5.616666667E0,8.533393016E-1,-7.185991427E-1
5.625000000E0,8.530137692E-1,-7.197133321E-1
5.633333333E0,8.533420248E-1,-7.185672098E-1
5.641666667E0,8.535056298E-1,-7.191617976E-1
5.650000000E0,8.532504616E-1,-7.194251536E-1
5.658333333E0,8.535160300E-1,-7.189653190E-1
5.666666667E0,8.531292752E-1,-7.195459047E-1
5.675000000E0,8.535042398E-1,-7.188279889E-1
5.683333333E0,8.530532678E-1,-7.195021659E-1
5.691666667E0,8.534796846E-1,-7.188279429E-1
5.700000000E0,8.530046205E-1,-7.195768025E-1
5.708333333E0,8.534709322E-1,-7.187366090E-1
5.716666667E0,8.529764547E-1,-7.196124162E-1
5.725000000E0,8.536827582E-1,-7.173278364E-1
5.733333333E0,8.531194775E-1,-7.194805161E-1
5.741666667E0,8.536307000E-1,-7.187597381E-1
5.750000000E0,8.530845757E-1,-7.195503370E-1
5.758333333E0,8.535954267E-1,-7.186970024E-1
5.766666667E0,8.530556411E-1,-7.195814399E-1
5.775000000E0,8.535673977E-1,-7.186636913E-1
5.783333333E0,8.530371045E-1,-7.195976439E-1
5.791666667E0,8.535461965E-1,-7.186501793E-1
5.800000000E0,8.530264049E-1,-7.196052986E-1
5.808333333E0,8.535357471E-1,-7.186468483E-1
5.816666667E0,8.530235667E-1,-7.196086299E-1
5.825000000E0,8.534473230E-1,-7.186968499E-1
5.833333333E0,8.529831989E-1,-7.195903504E-1
5.841666667E0,8.534801250E-1,-7.186551529E-1
5.850000000E0,8.529964580E-1,-7.196039123E-1
5.858333333E0,8.534963180E-1,-7.186443327E-1
5.866666667E0,8.529974144E-1,-7.196069113E-1
5.875000000E0,8.534073542E-1,-7.189307851E-1
5.883333333E0,8.529523164E-1,-7.194925111E-1
5.891666667E0,8.535081100E-1,-7.187985050E-1
5.900000000E0,8.529431183E-1,-7.195583866E-1
5.908333333E0,8.535594820E-1,-7.187328327E-1
5.916666667E0,8.529335747E-1,-7.195806340E-1
5.925000000E0,8.535886916E-1,-7.187033623E-1
5.933333333E0,8.529306762E-1,-7.195879402E-1
5.941666667E0,8.536074073E-1,-7.186890342E-1
5.950000000E0,8.529284237E-1,-7.195887472E-1
5.958333333E0,8.536144528E-1,-7.186762477E-1
5.966666667E0,8.527668427E-1,-7.194891711E-1
5.975000000E0,8.532954602E-1,-7.187418371E-1
5.983333333E0,8.528712076E-1,-7.195400375E-1
5.991666667E0,8.533637260E-1,-7.187075409E-1
6.000000000E0,8.529338602E-1,-7.195547214E-1
6.008333333E0,8.530189176E-1,-7.190457882E-1
6.016666667E0,8.530261595E-1,-7.190162941E-1
6.025000000E0,8.528555872E-1,-7.195875643E-1
6.033333333E0,8.531190455E-1,-7.189156120E-1
6.041666667E0,8.529331562E-1,-7.195677695E-1
6.050000000E0,8.531893614E-1,-7.188545686E-1
6.058333333E0,8.529716232E-1,-7.195547291E-1
6.066666667E0,8.517208845E-1,-7.189775476E-1
6.075000000E0,8.514929328E-1,-7.194628994E-1
6.083333333E0,8.517580890E-1,-7.188709825E-1
6.091666667E0,8.514960004E-1,-7.194992321E-1
6.100000000E0,8.517760319E-1,-7.188174070E-1
6.108333333E0,8.514963962E-1,-7.195137482E-1
6.116666667E0,8.517814947E-1,-7.187923245E-1
6.125000000E0,8.516219812E-1,-7.189177504E-1
6.133333333E0,8.515247934E-1,-7.196478232E-1
6.141666667E0,8.516749207E-1,-7.188525075E-1
6.150000000E0,8.515087893E-1,-7.195950335E-1
6.158333333E0,8.517239980E-1,-7.188173037E-1
6.166666667E0,8.515083518E-1,-7.195652332E-1
6.175000000E0,8.517470598E-1,-7.187947709E-1
6.183333333E0,8.504519394E-1,-7.192916332E-1
6.191666667E0,8.506492399E-1,-7.192050197E-1
6.200000000E0,8.505885638E-1,-7.198752181E-1
6.208333333E0,8.510690058E-1,-7.193728482E-1
6.216666667E0,8.503272005E-1,-7.200760696E-1
6.225000000E0,8.512437380E-1,-7.195526816E-1
6.233333333E0,8.501870420E-1,-7.202477211E-1
6.241666667E0,8.512526434E-1,-7.197057957E-1
6.250000000E0,8.501621200E-1,-7.201736728E-1
6.258333333E0,8.502766529E-1,-7.202490183E-1
6.266666667E0,8.504181506E-1,-7.203467679E-1
6.275000000E0,8.505855445E-1,-7.204607064E-1
6.283333333E0,8.507714088E-1,-7.205770658E-1
6.291666667E0,8.511625085E-1,-7.202600125E-1
6.300000000E0,8.509672572E-1,-7.198294266E-1
6.308333333E0,8.499700403E-1,-7.201830961E-1
6.316666667E0,8.511954627E-1,-7.198930426E-1
6.325000000E0,8.498196352E-1,-7.201823776E-1
6.333333333E0,8.508040507E-1,-7.193620602E-1
